sphagnum moss, -24
overmeasure, 6
unit citation, 1
rivet, 291
elzevir, 1
nonliving, -16
proliferating, 19
Hyades, 7
will to, 8
overcasting, -7
chicory, -71
overabundant, 7
carry back, 11
spearhead, 50
indefinable, -54
lechery, -11
derivable from, 17
poor reputation, -8
easeful, 20
cock-and-pinch, 3
happy hunting ground, 11
new year, 5
cognize, 48
make possible, 14
ache to, -2
byproduct, 33
multilateral trade, 12
vrouw, -3
debacle, -488
overweight, 62
beat the system, 6
make strides, 30
drivel away, -7
downdraft, 14
Daedalian, 40
strong-arm man, -44
palm nut, -10
perorate, 12
needle valve, 8
far-ranging, 4
crowd-pleasing argument, -11
grousing, -53
sailing dinghy, -4
make water, -1450
frost-chequered, -2
brad, 13
no, -30
frow, -2
crocked, 22
out of doors, -3
the Nativity, 2
fair deal, 23
focalization, 49
need explanation, -6
report card, 7
love seat, 66
us house, 43
agincourt, -5
bernreuter personality inventory, 1
part company, -22
dumps, -27
two-dimensional, -5
giddyhead, -3
deponent, 32
tip top, 2
harebrained, -55
superstition, 13
overtaking, -7
rose bed, 7
oppidan, 7
spoliator, -9
deploy, 60
running away, -24
aslope, -3
amathophobia, -2
ruminative, 16
His Holiness, 1
foxiness, 417
Renaissance tragedy, -1
diamondlike, -8
mopus, 8
toddy, -17
flash back, 18
pinch, -1076
spyhole, 13
renege, -138
the twins, 1
unpinion, -19
jade, -2442
open classroom school, 2
age of consent, 15
anesthetize, 49
drive away, -379
chanticleer, 18
technological school, 2
moldboard plow, 10
coroner, -25
tooth enamel, 7
reevaluate, 18
arterial blood vessel, 13
pyrus communis, 13
ochroid, 9
tree, -42
carpetbag, 8
the psaltery, 1
tetractinal, -2
sanyasi, 13
autarkic, -8
euphonic, 31
type metal, -6
wide reading, 14
middle state, 14
race with, 2
govern, 189
crosswise, -39
full of risk, -7
playing cards, 21
unpayable, 5
incorporeal, -21
native tongue, 2
duly constituted, 40
admission of light, 2
legation, 54
military attache, 15
fortran, 5
unconvincibility, -2
self-renouncing, 6
pendente lite, 3
misadvised, -34
tiltyard, 42
numberable, 5
insolvent debtor, -5
progressive school, 2
cumbersomely, -5
valence shell, 5
sympathy strike, -15
hark back, 104
occasion, 226
extenuation, 45
ruling classes, 23
eat up, -661
animatedly, 20
oats, 8
gall, -747
saint nick, 344
pulling, 31
witchy, 3
horologe, 46
amphetamine sulfate, 27
clockwork regularity, 12
boresome, -9
eloquence, 56
incidentally, 2
escamotage, -8
amphibious attack, -10
brush-off, -11
stockman, 32
family hominidae, -7
damsel, -98
doyenne, 21
piety, 43
not kosher, -52
bunkie, 27
safecracker, -13
latakia, 13
mignonette, 17
vivid description, 27
tailored, 34
puffed wheat, 6
le douanier rousseau, 13
prelateship, 7
popular literature, 2
beholden, 17
sojourn, 9
primitiveness, -146
crimper, 46
inner-directed person, -9
be persuaded, 8
stamping mill, 7
unfair, -51
phototube, 2
rockoon, 3
semimetal, 3
unhoped for, -16
bodied, 4
veronica, 12
undoubtingly, -2
cure, 242
iniquitously, -10
unguessing, -9
fondness for society, 10
clubwoman, 30
preferential treatment, 10
protoactinium, 84
darned, -3
kinesipathy, 11
arrow for, 2
sheik, 900
landing gear, 8
indian mustard, 21
agile wit, -8
uranophotography, 2
dog-tired, -8
results, 4
duncish, -21
goggle box, 455
unexciting, -32
impugn, -64
link with, 21
consentient, 48
minimise, -70
hidebound, -52
coadministration, 37
squeeze play, -13
poloist, 21
collective unconscious, 16
in contact with, 3
wonder child, 13
uncovering, -109
infested, -8
euphorically, 2
ameliorative, 7
hero sandwich, 1687
untenacity, -14
half-seen, -28
Tuinal, -39
day off, -21
preciosity, 27
live and breathe, 2
charter, 413
paranthropus, -9
down-reaching, -11
Rhea, 1
brief span, 5
living picture, 29
shoulder sleeve insignia, 9
epicalyx, 27
bullet-resisting glass, 2
reversing, 4
va, 52
lutjanus apodus, 7
mysteriously, -5
tandem, 42
infatuate, 21
artfully, 22
mangled, -10
marchen, -1
turdus torquatus, -21
berra, 21
tenantry, 27
reinforcing stimulus, 26
appendant, 42
blow the horn, -3
blanch, -92
wedded wife, 3
milky way, 15
in double time, 14
piling, 67
defunctness, -7
washbasin, 285
elderberry bush, 7
black sheep, -62
overconfident, -7
screw propeller, 19
necessary, 244
ectoprocta, -9
world-self, 2
deflorate, -6
inner-directed, -5
two or three, 4
polyclinic, 14
foretime, 3
malted milk, -13
hit the books, 7
border ballads, -2
triarchy, 13
sealing off, -19
up and down, 5
totterer, -13
waterblink, 2
hawk, 292
diarist, 33
dominant note, 8
core curriculum, 14
needlessness, 15
pie-dog, -13
stream bed, 9
monte, 16
nicola amati, 13
make clear, 49
pincers, 19
lingerie, 10
circinate, -4
spacious mind, 4
nuptial apartment, 9
stand the costs, 7
asperity, -580
dun, -338
dogfight, -196
close out, -18
introduce, 373
emptied, -14
rondoletto, 6
in a huddle, 3
drifter, -125
fire, 434
cast of characters, 21
sluggishness, -254
extol, 188
basso continuo, 99
cross-dresser, -7
honors, 11
senescent, -10
put to death, -26
warp and woof, 47
reversal, -228
whip along, 13
resourcefulness, 105
morphia, -56
marine law, 13
ekg, 65
nonaccomplishment, -30
dreamy, -24
weasand, 2
besottedness, -2
centrifugate, 21
experience, 299
the moon, -2
untold, -61
obsessive compulsion, 2
hand-to-mouth existence, -14
major in, 12
fire fight, -17
fellowman, 20
adamantine, -46
float up, 11
something fierce, -34
ease the rudder, 2
museful, 16
crepe rubber, 6
redundance, 31
repairing, 13
emmanuel, 1
susurrous, -6
legato, 15
humoring, 25
induction heat, 3
protein deficiency, -11
food turner, 7
horizontal line, 14
lexicological, 14
the four elements, 24
diplomat, 51
negatively, -2
pharisaical, -8
trim up, 8
divergence, -241
flaunting, 2
beach, 23
greaves, -7
squashiness, 3
under a cloud, -7
play with, -9
corn dodger, -42
loud-hailer, 13
scurf, -53
defective number, 9
latin cross, -5
transfixation, -5
strive, 46
inflamed, 40
salesclerk, 89
court favor, 21
lative, 5
graduate, 313
mistreat, -235
un-Christliness, -5
pleomorphism, -7
absolute interest, 17
preoccupancy, 123
nonsuccess, -8
dream symbolism, 3
the common enemy, -1
Oboe, 1
spill the beans, -575
foremost, 78
methylthionine chloride, 7
small-scale, 9
Formica, 4
atomic number 80, 124
sphacelate, -101
pickup, 135
slowcoach, -63
treading down, -6
venetian point, 1
gasolier, 4
Monroe Doctrine, 14
warping, -7
haunt, 231
fraternize, 26
despondency, -111
calculate, 829
unwilledness, 4
extenuate, -47
well-stocked, 32
planetesimal, 18
weasel words, -9
pathological, -20
peacemongering, 9
recission, -7
pipe rack, 7
donut, 26
benign, 111
benthos, -33
lustrum, 32
grub out, -7
nazism, -28
directorship, 62
snobbishness, -50
along these lines, 5
fish for, 22
flourish, 356
fear and trembling, -18
consuetudinal, 7
riviera, 22
misanthropism, -2
tobacco user, 17
gun dog, 17
hourglass, -8
popping, 17
kola nut tree, 62
striolate, 8
downbeat, 8
the Graces, 1
floppy disk, -13
break cover, 13
witling, -24
kasha, 6
magneto, 14
lens cortex, 7
nativity, 137
facelift, 86
dresser, 170
canto, 47
rural dean, 12
dummy up, 442
electrostatic induction, 2
naval reservist, 1
the boot, -57
revived, 20
aposteme, -29
scoffing, -201
molecular biology, 8
eresh-kigal, 13
red-hand, -2
reckon in, 28
uniting, 244
surprised, 11
blare forth, 2
impelling, 20
challenger, -124
hertzian wave, 7
goosebump, -114
give the stick, -16
gametophyte, -6
Jim Crow law, -9
meal ticket, 20
frothiness, 43
ignorantness, -94
pterosaur, -10
valuation account, 49
undulant, 15
anoint, 62
advocate, 512
grot, 18
extracts, 5
wearilessly, 7
acquainted with, 13
parings, -36
make money by, 9
NLRB, 1
go it alone, 2
college, 49
left-handedness, -16
tombac, -16
catch unawares, -4
give freely, 38
goose bumps, -24
wry, -14
measurably, 5
Bircher, -10
phthirius pubis, -21
wing it, -4
Boston, 1
lunatic fringe, -17
entombment, -128
corona borealis, 5
plutonium bomb, 96
eluding, -42
socratic method, -9
weak stress, 4
sailcloth, 9
molded, 33
fern seed, 6
happy medium, 37
sagaciousness, 214
social activity, 14
magic mushroom, 13
garniture, 18
Bolshevik, -18
favorableness, 218
sensify, 62
green gold, -6
third rank, -14
songfulness, 13
misdoubt, -15
battle of crecy, -7
take the lead, 50
unbeheld, -20
weary of life, -24
astonished, 30
equitable estate, 6
tonic sol-fa, 7
bourdon, 68
walk on eggshells, -4
civette green, 2
overachiever, -6
not the same, 4
set of rooms, 3
Palomino, 1
go too far, -29
intolerant, -42
atmospheric static, -26
radio-frequency amplifier, 3
petticoat, 36
italian ice, 1
connect up, 10
corelational, 3
currycomb, 29
chromotypy, 19
fast, 84
hayloft, 40
sturgeon, -6
hellion, -88
orange tree, 7
twentieth-century, 22
tonal, 42
george sand, 21
lodgement, 33
rearrangement, 7
dare, -36
commercial message, 7
sol-fa, 3
unheralded, -16
to do, -2
poet, 12
rafts, 3634
retractility, -6
rattle down, -31
magnetic induction, 51
norma, 25
go to pieces, -56
new mexico, 13
scrapworks, 3
in eclipse, -6
unproclaimed, -12
particularity, 99
logos christology, 1
line of longitude, 7
on the qui vive, 13
ricercar, 20
air cylinder, 3
ironmonger, -59
written music, 22
diocese, 76
shopping, 11
suicidal, -68
push on, 53
adulterer, -17
janitress, 3
wedding, 140
mind-expanding drug, 14
untutored, -54
know the ropes, 2
three-legged race, 8
compressor, 8
field hand, 21
ensconced, 14
legal proceeding, 26
ephemeropteran, -7
four-master, -4
meathead, -19
tartuffery, 1
biographical material, 5
cold-blooded, -49
omnifariousness, -6
with flying colors, -2
awkward, -138
the Nazarene, 1
ramble on, -71
laic, 7
notation, 148
agglutinin, 10
definable, 30
stereo, 61
clone, 87
beat-up, -49
abhorrently, -2
rag week, -7
Art Index, 1
Ostyak, 2
come unawares, 3
preparatory, 22
catalogue, 77
weather wheel, 2
account current, 6
bossing, 8
subtonic, 15
conferva, 7
marchpane, -18
compliant, 205
kohistani, 1
hire, 442
flapdoodle, -28
allegorizing, 7
english sonnet, 28
culminate, 67
displeased, -71
Pangasinan, 2
caller-out, 7
cuspidate, 5
hush, 66
not abide, -12
divided spectacles, 4
chiasma opticum, 13
the luscious liquor, -6
spring a leak, -14
Touraine, 1
souffleed, 10
radio-frequency heater, 3
reanimation, 22
economization, 2
bitstock, 7
fatigues, 36
spermatic, 8
engage, 668
rocket fuel, -28
splashed, 6
tranquilization, 8
latria, 23
ridiculous, -73
VHF, 9
transverse wave, 15
bairdiella chrysoura, -13
cabalism, -20
retailer, 4
stenosis, -7
ministrant, 22
aether, 7
sociologist, 7
dirty, -480
adorant, 12
spherosome, 4
caddis-fly, -21
gallows-tree, -51
spinning jenny, -10
bathypelagic, 2
pathfinder, 100
linked to, 7
in fashion, 17
mysterious, -87
destroyed, -49
buying, 20
for the moment, 3
luting, 7
embedded, 14
pole vaulting, 4
tragically, -9
lodge a complaint, -36
Life Saver, -2
rulebook slowdown, -7
published, 18
red-tapery, -6
redundantly, -2
tictac, -13
just in case, 3
phalarope, -6
signal detection, 7
sporulation, 7
foxberry, 57
dive in, 8
toxiferous, -10
outguessing, -8
acacia, 6
palma christ, 31
street fighter, -7
frank, 557
egomaniacal, -4
armored cable, 4
glassworks, 7
nonobjectivity, 2
x-ray therapy, -5
unregistered bank account, 23
lay elder, 7
bear resemblance, 21
gun enclosure, 13
sobersidedness, 8
steel oneself against, 21
job of work, 19
antique brown, 2
rude justice, 9
bluff out, -7
beneficiary heir, 5
croaker, -33
abm, 9
bold, -21
heterotrophic organism, 6
generative grammar, 8
reembody, 38
rock outcrop, 26
food color, 43
emasculate, -120
unassuredness, -22
scribe saw, 2
wish to, -2
roughshod, -5
unerroneous, 29
competitors, 2
social occasion, 93
elemental, 47
staple fiber, 13
goatherd, 22
celebrater, 13
evenfall, -546
know-it-all, -25
specimen, 27
beef up, 71
aforesaid, 6
every one, 5
drag along, -19
be worthy of, 5
turbine, 16
supposing, 17
centrism, 7
canopy, 45
wanigan, 5
Galla, 2
aug, 7
the run of, 4
imposingness, 14
preferences, 3
wino, -7
conscript, 70
oral evidence, 2
sesquipedal, -2
monthly payments, 19
not any, -4
gentlewoman, 69
demonstrate against, -16
infundibuliform, -14
sita, -5
erythrocin, -43
automatist, 8
simplifying, 3
verbosity, 46
pour oil on, 8
pale-faced, -42
humble-minded, 2
forearmed, 23
overseas telegram, 26
jet engineer, 2
colorado river, 14
tropology, -3
use reason, 9
tenach, 1
rabelaisian, -2
osteomalacia, -15
backhanded, -29
inaccuracies, -2
oubliette, 16
self-containment, 10
anxiousness, -38
gold piece, 12
drumbeat, -57
sukkah, -4
friskiness, 61
coalition government, 13
triplet, 5623
biting, -45
ephemerality, 43
mink-ranching, 5
etiological, 9
go-to-itiveness, 13
squinch-eyed, 3
syntactics, 20
earlier, 19
yellowish brown, 93
holy thursday, 16
wedding ceremony, 42
surround, 304
whelm, -242
disaffection, -79
compose oneself, 3
eunectes murinus, -7
touring, 6
khu, 16
vital organ, 7
vlf, 16
union, 933
scornfully, -2
voltameter, 2
prosaicism, -13
enrich, 84
twice told, 2
wagerer, -47
emily price post, 13
minded, 46
emotional dissociation, -8
near death, -9
promoting, 18
greatheartedly, 10
seemly, 84
get sidetracked, -7
far and near, 5
charge with, -3
colt, 47
angle, 279
joyrider, -2
puzzleheadedness, -2
clumped, 17
have a comedown, -10
machine made, 2
trumped-up, 12
unfictitiousness, 9
other self, 39
ocean, 44
self-respecting, -6
ophthalmology, 6
maintain continuity, 10
pretreat, 20
despisal, -41
auriga, 7
loincloth, 30
swing round, 7
instancy, 70
psychogeriatrics, -2
banderole, 11
deceptiveness, -39
easel-picture, 8
g-string, 7
psych, -7
hypothecation, 2
Penutian, 1
take pity on, 7
stenchy, -31
shirtfront, -21
Parrott, 1
optimisticalness, 3
standard atmosphere, 21
rains, -4
lambasted, 3
canary grass, 18
specious appearance, -2
order insessores, 21
typographical error, -192
autotheist, 2
submarine badge, 9
go bankrupt, -10
cut to pieces, -32
imprisonment, -121
transmigration of souls, 15
articulation, 358
streak of luck, 2
entrance fee, 194
reliable, 133
ten thousand, 39
rationally, 12
foreseeability, 5
bear upon, 287
kali, -63
Malagasy Republic, 2
for nothing, -3
boorishly, -5
nuclear force, 6
failures, -3
Hadean, -2
usurpation, -155
brethren, 29
shake on it, 9
outwork, 28
scruple, -116
persistently, 11
pack animal, 7
reasoning by elimination, -7
satyrism, 2
self-condemnation, -18
snugly, 3
reinstitution, 25
strike, -697
universal suffrage, 8
pulmonary stenosis, -12
green algae, 11
potomania, 26
scale the walls, -7
required visit, -2
book end, 5
ill-considered, -111
bloodless, -103
boggish, -7
proportional representation, 23
unvaried, 10
burst of speed, -4
give an order, 21
make up one's mind, 26
thingamabob, -2401
continued, -12
sandglass, 6
fortemente, 5
candelilla wax, 6
superfineness, 6
suchness, 45
misuse of words, -17
rock-steady, -11
carnal-mindedness, -3
ringer, 85
little-known, -3
growling, -52
unweighable, -3
put to press, 14
squadron, 38
watermark, -25
automobilist, -7
softball game, 7
aileron, 8
paternoster, 9
individualization, 31
le premier pas, 5
hand pump, 6
bathysphere, 7
lack of magnetism, -3
trichinopoly, 2
orthodontics, 34
cleansing, 73
nowise, -5
methodology, 102
consent, 170
nudie, 20
chair, 169
misplacing, -4
cestui que use, 16
1st-class mail, 21
easy money, 7
run out, -358
unambitious, -17
band-aid, -5
end point, 114
niggling, -26
break the fall, -3
Herculean task, -3
parasol, 28
indigo bunting, -24
a mass of, 23
friday, 9
definitely, 67
ssc, 1
zest, 465
skull session, 24
phosphatize, 4
premonitory sign, 7
procyon lotor, -62
jailhouse, 413
abstergent, 23
eulogist, 24
basal, 27
tanacetum vulgare, 21
testable, 19
ventilation system, 13
right of first publication, 7
cloisonnism, 3
chili con carne, 7
skedaddle, -30
ivory tower, 8
telephone exchange, 44
thank god, 1
voicing, 34
carboy, -8
nihilism, -54
wordcraft, 7
a wise passiveness, -10
beanpole, 2
celebrated, 56
get before, 11
dickie, -64
opera house, 33
unfrock, -69
power supply, 4
confession, 51
swordplay, -3
ear-minded, 2
whity, 6
collyrium, 55
blameworthiness, 33
ruinousness, -26
fledgling, 464
value orientation, 21
employment, 328
stumping, 7
archaeozoic aeon, 114
uncut, -22
vincible, 6
thyrse, 12
deliberative, 19
hectic, 11
ungallant, -16
gaming house, -89
contemptibly, -15
slovak, 9
biographize, 3
cima, 3
fuel injector, 4
iterate, 290
larus ridibundus, -31
erwhelming, 2
circular argument, -11
rainstorm, -16
arms-runner, 7
onanism, 32
horologer, 26
belgium, 15
overtime, 29
repeat, 613
cramp, -151
theater director, 13
rechewed food, 7
hard shell, -6
triquetral bone, -31
synchronized, 62
sphere, 769
possibleness, 28
chalky, -17
break in on, -3
abstract expressionism, 18
tertiary color, 5
write in code, 57
disappointed, -65
search party, 13
backwash, 160
inject in, -21
outspeak, 2
slogging, -7
grown, 45
comfort, 396
whiz-kid, 42
money in hand, 4
graphic artist, 22
in rhythm, 6
Baron Munchausen, -6
sorites, 4
round of drinks, 7
dame muriel spark, 21
melodramatically, -2
hawkish, -34
x-ray picture, 62
cash reserves, 24
musca, 13
aberration, -181
prevision, 149
arthur jacob arshawsky, 13
keynoter, 4
pierides, 1
critical review, 73
invalidate, -377
dysphonic, -13
tripes, 23
lighten up, 85
chock full, -2
uterine, 21
gin and tonic, -6
poles apart, -35
pituitous, -2
Sc, 1
be thoughtful of, 5
semiautomatic, -12
teletypewriter, 107
race driver, 13
preconceived opinion, 129
apex of the sun's way, 13
soughing, -5
falloff, -133
gang up on, -27
flexion, 59
badge, 133
veering wind, -2
autistic thinking, -9
daybed, 13
unsubdued, -48
rhapsodize, 19
Albinus, 1
Eskimo dog, -2
luridness, 496
sputter, -815
luciferase, 2
robe-de-chambre, 42
shot to pieces, -11
carriage, -486
empty headed, -2
no mean, 42
final solution, 31
fathers, 8
vertebrae, 4
Middle English, 2
much at one, 9
yama, -5
samuel, 5
trapezium bone, 13
clap eyes on, 17
wring from, -29
sideband, 2
the graces, 1
shadowiness, -31
protium, 10
domina, -2
lever scales, 3
not much, -9
Idiom Neutral, 1
sucker for, -14
foe, -109
fiber bundle, 21
live together, 29
keep watch, 5
urbanist, 2
post up, 40
long-established, 38
grignolino, 1
scoring, 48
exhaustive, 56
morbus, -29
diuretic drug, 13
officiousness, 43
rise and fall, -2
indiscreetness, -41
orneriness, -34
cucumis melo reticulatus, 21
unextended, -29
lengthened, -14
goodness, 103
dead against, -30
verticillium, -6
use force upon, 9
soapsudsy, -3
waterborne infection, -3
raise ghosts, 6
tenderly, 13
not eat, 2
untenacious, -17
circling-in, 4
become manifest, 22
drug withdrawal, -7
scrap iron, -36
unequaled, -8
all embracing, 2
demanded, 6
rough-cast, -27
flag day, 9
take exception, -37
higher up, 2
actinomycin, -6
parlous, -7
defray, 14
intensive care, 6
shiver, -563
flower bowl, 2
vice-prone, -4
Paddy, -1
money-saving, 14
holder, 38
summate, 1361
allomorph, 20
rice paper, 6
anxious seat, -25
acquired taste, 21
impacted, 16
kidnaper, 42
sex kitten, 31
barney, -10
arbiter, 63
sunken garden, 15
Waldensianism, -4
West Virginia Day, 2
Holy City, 1
best friend, 25
william sydney porter, 13
psalmody, 47
borderlands, 15
climber, 67
visionless, -13
cuspidation, 6
arp, 15
audience, 105
cretin, -405
rhubarb, -74
on dit, -3
be on, 19
the good hereafter, 12
exocrine, -17
puerto rico, 42
give in exchange, 18
aurora australis, 17
dizzingly, -2
plaster, 161
work of reference, 18
had better, -2
windsailor, -2
midterm, 31
book of proverbs, 7
new york minute, 888
holy order, 7
tripped up, -24
maladjusted, -49
bean sprout, -6
yottabit, 13
sc, 87
lippy, 2
true-tongued, 5
sulky lister, 2
a nonillion, 5
cynicism, -21
advance sheets, 5
by stages, 2
epaulette, 7
roller coaster, 34
importless, -13
guangzhou, 21
barrack, 543
eastwards, 2
flame-out, -13
david hume, 7
chestiness, 3
demonstrator, 16
pelleas and melisande, 1
very top, 37
large intestine, 28
gamone, 2
